From	To	Species	Gene Name
CRB2	ENSMUST00000147600	Mus musculus	crumbs family member 2(Crb2)
CRB2	ENSMUST00000050372	Mus musculus	crumbs family member 2(Crb2)
EMX2OS	ENSMUST00000136990	Mus musculus	Emx2 opposite strand/antisense transcript (non-protein coding)(Emx2os)
4930427A07RIK	ENSMUST00000049271	Mus musculus	RIKEN cDNA 4930427A07 gene(4930427A07Rik)
4930427A07RIK	ENSMUST00000200522	Mus musculus	RIKEN cDNA 4930427A07 gene(4930427A07Rik)
4930427A07RIK	ENSMUST00000196505	Mus musculus	RIKEN cDNA 4930427A07 gene(4930427A07Rik)
4930427A07RIK	ENSMUST00000198072	Mus musculus	RIKEN cDNA 4930427A07 gene(4930427A07Rik)
4930427A07RIK	ENSMUST00000199382	Mus musculus	RIKEN cDNA 4930427A07 gene(4930427A07Rik)
4930427A07RIK	ENSMUST00000196755	Mus musculus	RIKEN cDNA 4930427A07 gene(4930427A07Rik)
GSTP2	ENSMUST00000042700	Mus musculus	glutathione S-transferase, pi 2(Gstp2)
GSTP1	ENSMUST00000169613	Mus musculus	glutathione S-transferase, pi 1(Gstp1)
SYNPO2	ENSMUST00000051443	Mus musculus	synaptopodin 2(Synpo2)
SYNPO2	ENSMUST00000184403	Mus musculus	synaptopodin 2(Synpo2)
SYNPO2	ENSMUST00000184590	Mus musculus	synaptopodin 2(Synpo2)
SYNPO2	ENSMUST00000139160	Mus musculus	synaptopodin 2(Synpo2)
SYNPO2	ENSMUST00000106427	Mus musculus	synaptopodin 2(Synpo2)
SYNPO2	ENSMUST00000198584	Mus musculus	synaptopodin 2(Synpo2)
SYNPO2	ENSMUST00000106426	Mus musculus	synaptopodin 2(Synpo2)
ODC1	ENSMUST00000171737	Mus musculus	ornithine decarboxylase, structural 1(Odc1)
SLC7A1	ENSMUST00000201348	Mus musculus	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1(Slc7a1)
SLC7A1	ENSMUST00000138596	Mus musculus	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1(Slc7a1)
SLC7A1	ENSMUST00000138257	Mus musculus	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1(Slc7a1)
SLC7A1	ENSMUST00000048116	Mus musculus	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1(Slc7a1)
SLC7A1	ENSMUST00000202457	Mus musculus	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1(Slc7a1)
SLC7A1	ENSMUST00000201860	Mus musculus	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1(Slc7a1)
CENPB	ENSMUST00000089510	Mus musculus	centromere protein B(Cenpb)
FAM117A	ENSMUST00000129290	Mus musculus	family with sequence similarity 117, member A(Fam117a)
FAM117A	ENSMUST00000155999	Mus musculus	family with sequence similarity 117, member A(Fam117a)
FAM117A	ENSMUST00000143482	Mus musculus	family with sequence similarity 117, member A(Fam117a)
FAM117A	ENSMUST00000037502	Mus musculus	family with sequence similarity 117, member A(Fam117a)
FAM117A	ENSMUST00000129553	Mus musculus	family with sequence similarity 117, member A(Fam117a)
FAM117A	ENSMUST00000132357	Mus musculus	family with sequence similarity 117, member A(Fam117a)
EXOSC10	ENSMUST00000076022	Mus musculus	exosome component 10(Exosc10)
EXOSC10	ENSMUST00000173154	Mus musculus	exosome component 10(Exosc10)
EXOSC10	ENSMUST00000126897	Mus musculus	exosome component 10(Exosc10)
EXOSC10	ENSMUST00000173892	Mus musculus	exosome component 10(Exosc10)
EXOSC10	ENSMUST00000097781	Mus musculus	exosome component 10(Exosc10)
EXOSC10	ENSMUST00000017408	Mus musculus	exosome component 10(Exosc10)
EXOSC10	ENSMUST00000173767	Mus musculus	exosome component 10(Exosc10)
EXOSC10	ENSMUST00000150723	Mus musculus	exosome component 10(Exosc10)
STX6	ENSMUST00000191769	Mus musculus	syntaxin 6(Stx6)
STX6	ENSMUST00000192091	Mus musculus	syntaxin 6(Stx6)
STX6	ENSMUST00000027743	Mus musculus	syntaxin 6(Stx6)
STX6	ENSMUST00000192311	Mus musculus	syntaxin 6(Stx6)
STX6	ENSMUST00000193059	Mus musculus	syntaxin 6(Stx6)
STX6	ENSMUST00000195302	Mus musculus	syntaxin 6(Stx6)
STX6	ENSMUST00000194158	Mus musculus	syntaxin 6(Stx6)
STX6	ENSMUST00000192519	Mus musculus	syntaxin 6(Stx6)
STX6	ENSMUST00000192690	Mus musculus	syntaxin 6(Stx6)
STX6	ENSMUST00000195693	Mus musculus	syntaxin 6(Stx6)
BID	ENSMUST00000145948	Mus musculus	BH3 interacting domain death agonist(Bid)
BID	ENSMUST00000161594	Mus musculus	BH3 interacting domain death agonist(Bid)
BID	ENSMUST00000004560	Mus musculus	BH3 interacting domain death agonist(Bid)
BID	ENSMUST00000160684	Mus musculus	BH3 interacting domain death agonist(Bid)
BID	ENSMUST00000125915	Mus musculus	BH3 interacting domain death agonist(Bid)
SAMD4	ENSMUST00000125113	Mus musculus	sterile alpha motif domain containing 4(Samd4)
SAMD4	ENSMUST00000141767	Mus musculus	sterile alpha motif domain containing 4(Samd4)
SAMD4	ENSMUST00000100672	Mus musculus	sterile alpha motif domain containing 4(Samd4)
SAMD4	ENSMUST00000125688	Mus musculus	sterile alpha motif domain containing 4(Samd4)
SAMD4	ENSMUST00000137543	Mus musculus	sterile alpha motif domain containing 4(Samd4)
SAMD4	ENSMUST00000022386	Mus musculus	sterile alpha motif domain containing 4(Samd4)
SAMD4	ENSMUST00000130046	Mus musculus	sterile alpha motif domain containing 4(Samd4)
SAMD4	ENSMUST00000140571	Mus musculus	sterile alpha motif domain containing 4(Samd4)
MBD3	ENSMUST00000142997	Mus musculus	methyl-CpG binding domain protein 3(Mbd3)
MBD3	ENSMUST00000125618	Mus musculus	methyl-CpG binding domain protein 3(Mbd3)
MBD3	ENSMUST00000092295	Mus musculus	methyl-CpG binding domain protein 3(Mbd3)
MBD3	ENSMUST00000105347	Mus musculus	methyl-CpG binding domain protein 3(Mbd3)
MBD3	ENSMUST00000105348	Mus musculus	methyl-CpG binding domain protein 3(Mbd3)
MBD3	ENSMUST00000105349	Mus musculus	methyl-CpG binding domain protein 3(Mbd3)
EGLN3	ENSMUST00000039516	Mus musculus	egl-9 family hypoxia-inducible factor 3(Egln3)
WNT7B	ENSMUST00000167968	Mus musculus	wingless-type MMTV integration site family, member 7B(Wnt7b)
WNT7B	ENSMUST00000023015	Mus musculus	wingless-type MMTV integration site family, member 7B(Wnt7b)
WNT7B	ENSMUST00000109424	Mus musculus	wingless-type MMTV integration site family, member 7B(Wnt7b)
MCRS1	ENSMUST00000041190	Mus musculus	microspherule protein 1(Mcrs1)
MCRS1	ENSMUST00000163506	Mus musculus	microspherule protein 1(Mcrs1)
DCBLD1	ENSMUST00000105476	Mus musculus	discoidin, CUB and LCCL domain containing 1(Dcbld1)
DCBLD1	ENSMUST00000069004	Mus musculus	discoidin, CUB and LCCL domain containing 1(Dcbld1)
DCBLD1	ENSMUST00000140921	Mus musculus	discoidin, CUB and LCCL domain containing 1(Dcbld1)
TARBP1	ENSMUST00000170518	Mus musculus	TAR RNA binding protein 1(Tarbp1)
SHKBP1	ENSMUST00000136589	Mus musculus	Sh3kbp1 binding protein 1(Shkbp1)
SHKBP1	ENSMUST00000132046	Mus musculus	Sh3kbp1 binding protein 1(Shkbp1)
SHKBP1	ENSMUST00000132684	Mus musculus	Sh3kbp1 binding protein 1(Shkbp1)
SHKBP1	ENSMUST00000123190	Mus musculus	Sh3kbp1 binding protein 1(Shkbp1)
SHKBP1	ENSMUST00000152053	Mus musculus	Sh3kbp1 binding protein 1(Shkbp1)
SHKBP1	ENSMUST00000148933	Mus musculus	Sh3kbp1 binding protein 1(Shkbp1)
SHKBP1	ENSMUST00000138449	Mus musculus	Sh3kbp1 binding protein 1(Shkbp1)
SHKBP1	ENSMUST00000157078	Mus musculus	Sh3kbp1 binding protein 1(Shkbp1)
SHKBP1	ENSMUST00000140638	Mus musculus	Sh3kbp1 binding protein 1(Shkbp1)
SHKBP1	ENSMUST00000143239	Mus musculus	Sh3kbp1 binding protein 1(Shkbp1)
SHKBP1	ENSMUST00000003857	Mus musculus	Sh3kbp1 binding protein 1(Shkbp1)
PRKRIR	ENSMUST00000126356	Mus musculus	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)(Prkrir)
PRKRIR	ENSMUST00000033009	Mus musculus	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)(Prkrir)
PRKRIR	ENSMUST00000146473	Mus musculus	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)(Prkrir)
PRKRIR	ENSMUST00000153566	Mus musculus	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)(Prkrir)
GM12216	ENSMUST00000153206	Mus musculus	predicted gene 12216(Gm12216)
GM12216	ENSMUST00000117316	Mus musculus	predicted gene 12216(Gm12216)
GM12216	ENSMUST00000126535	Mus musculus	predicted gene 12216(Gm12216)
GM12216	ENSMUST00000121435	Mus musculus	predicted gene 12216(Gm12216)
GM12216	ENSMUST00000135815	Mus musculus	predicted gene 12216(Gm12216)
GM12216	ENSMUST00000120776	Mus musculus	predicted gene 12216(Gm12216)
ADGRL1	ENSMUST00000150674	Mus musculus	adhesion G protein-coupled receptor L1(Adgrl1)
ADGRL1	ENSMUST00000124355	Mus musculus	adhesion G protein-coupled receptor L1(Adgrl1)
ADGRL1	ENSMUST00000131717	Mus musculus	adhesion G protein-coupled receptor L1(Adgrl1)
ADGRL1	ENSMUST00000141158	Mus musculus	adhesion G protein-coupled receptor L1(Adgrl1)
ADGRL1	ENSMUST00000139575	Mus musculus	adhesion G protein-coupled receptor L1(Adgrl1)
ADGRL1	ENSMUST00000141661	Mus musculus	adhesion G protein-coupled receptor L1(Adgrl1)
ADGRL1	ENSMUST00000132500	Mus musculus	adhesion G protein-coupled receptor L1(Adgrl1)
ADGRL1	ENSMUST00000131018	Mus musculus	adhesion G protein-coupled receptor L1(Adgrl1)
ADGRL1	ENSMUST00000152978	Mus musculus	adhesion G protein-coupled receptor L1(Adgrl1)
ADGRL1	ENSMUST00000045393	Mus musculus	adhesion G protein-coupled receptor L1(Adgrl1)
CENPM	ENSMUST00000089157	Mus musculus	centromere protein M(Cenpm)
CENPM	ENSMUST00000089155	Mus musculus	centromere protein M(Cenpm)
CIAPIN1	ENSMUST00000161792	Mus musculus	cytokine induced apoptosis inhibitor 1(Ciapin1)
CIAPIN1	ENSMUST00000159377	Mus musculus	cytokine induced apoptosis inhibitor 1(Ciapin1)
CIAPIN1	ENSMUST00000160301	Mus musculus	cytokine induced apoptosis inhibitor 1(Ciapin1)
CIAPIN1	ENSMUST00000162589	Mus musculus	cytokine induced apoptosis inhibitor 1(Ciapin1)
CIAPIN1	ENSMUST00000162357	Mus musculus	cytokine induced apoptosis inhibitor 1(Ciapin1)
CIAPIN1	ENSMUST00000160245	Mus musculus	cytokine induced apoptosis inhibitor 1(Ciapin1)
CIAPIN1	ENSMUST00000161762	Mus musculus	cytokine induced apoptosis inhibitor 1(Ciapin1)
CIAPIN1	ENSMUST00000162538	Mus musculus	cytokine induced apoptosis inhibitor 1(Ciapin1)
CIAPIN1	ENSMUST00000034233	Mus musculus	cytokine induced apoptosis inhibitor 1(Ciapin1)
CIAPIN1	ENSMUST00000160898	Mus musculus	cytokine induced apoptosis inhibitor 1(Ciapin1)
ADGRL2	ENSMUST00000098518	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000199059	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000197521	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000199238	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000197567	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000198139	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000197348	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000198779	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000200154	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000197925	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000168352	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000200543	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000200023	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000200216	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000200456	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000195988	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000196526	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000106128	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000198563	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
ADGRL2	ENSMUST00000199750	Mus musculus	adhesion G protein-coupled receptor L2(Adgrl2)
CRLF1	ENSMUST00000127983	Mus musculus	cytokine receptor-like factor 1(Crlf1)
CRLF1	ENSMUST00000008032	Mus musculus	cytokine receptor-like factor 1(Crlf1)
CRLF1	ENSMUST00000132648	Mus musculus	cytokine receptor-like factor 1(Crlf1)
DUXBL1	ENSMUST00000173155	Mus musculus	double homeobox B-like 1(Duxbl1)
DUXBL1	ENSMUST00000172465	Mus musculus	double homeobox B-like 1(Duxbl1)
DUXBL1	ENSMUST00000172667	Mus musculus	double homeobox B-like 1(Duxbl1)
DUXBL1	ENSMUST00000049793	Mus musculus	double homeobox B-like 1(Duxbl1)
DUXBL1	ENSMUST00000173580	Mus musculus	double homeobox B-like 1(Duxbl1)
DUXBL1	ENSMUST00000174383	Mus musculus	double homeobox B-like 1(Duxbl1)
DUXBL2	ENSMUST00000174564	Mus musculus	double homeobox B-like 2(Duxbl2)
DUXBL2	ENSMUST00000174012	Mus musculus	double homeobox B-like 2(Duxbl2)
DUXBL2	ENSMUST00000172861	Mus musculus	double homeobox B-like 2(Duxbl2)
DUXBL2	ENSMUST00000172038	Mus musculus	double homeobox B-like 2(Duxbl2)
DUXBL2	ENSMUST00000100810	Mus musculus	double homeobox B-like 2(Duxbl2)
DUXBL2	ENSMUST00000173617	Mus musculus	double homeobox B-like 2(Duxbl2)
EXOC3L2	ENSMUST00000011407	Mus musculus	exocyst complex component 3-like 2(Exoc3l2)
EXOC3L2	ENSMUST00000137613	Mus musculus	exocyst complex component 3-like 2(Exoc3l2)
DUXBL3	ENSMUST00000173017	Mus musculus	double homeobox B-like 3(Duxbl3)
DUXBL3	ENSMUST00000100804	Mus musculus	double homeobox B-like 3(Duxbl3)
DUXBL3	ENSMUST00000112340	Mus musculus	double homeobox B-like 3(Duxbl3)
DUXBL3	ENSMUST00000173423	Mus musculus	double homeobox B-like 3(Duxbl3)
DUXBL3	ENSMUST00000174494	Mus musculus	double homeobox B-like 3(Duxbl3)
DUXBL3	ENSMUST00000172517	Mus musculus	double homeobox B-like 3(Duxbl3)
LY75	ENSMUST00000112533	Mus musculus	lymphocyte antigen 75(Ly75)
LY75	ENSMUST00000028362	Mus musculus	lymphocyte antigen 75(Ly75)
FADS2	ENSMUST00000025567	Mus musculus	fatty acid desaturase 2(Fads2)
POFUT1	ENSMUST00000170297	Mus musculus	protein O-fucosyltransferase 1(Pofut1)
POFUT1	ENSMUST00000123158	Mus musculus	protein O-fucosyltransferase 1(Pofut1)
POFUT1	ENSMUST00000123487	Mus musculus	protein O-fucosyltransferase 1(Pofut1)
POFUT1	ENSMUST00000109794	Mus musculus	protein O-fucosyltransferase 1(Pofut1)
POFUT1	ENSMUST00000099191	Mus musculus	protein O-fucosyltransferase 1(Pofut1)
POFUT1	ENSMUST00000049863	Mus musculus	protein O-fucosyltransferase 1(Pofut1)
POFUT1	ENSMUST00000099192	Mus musculus	protein O-fucosyltransferase 1(Pofut1)
POFUT1	ENSMUST00000152390	Mus musculus	protein O-fucosyltransferase 1(Pofut1)
TOM1	ENSMUST00000165630	Mus musculus	target of myb1 trafficking protein(Tom1)
TOM1	ENSMUST00000078847	Mus musculus	target of myb1 trafficking protein(Tom1)
CEP250	ENSMUST00000155160	Mus musculus	centrosomal protein 250(Cep250)
CEP250	ENSMUST00000109618	Mus musculus	centrosomal protein 250(Cep250)
CEP250	ENSMUST00000109619	Mus musculus	centrosomal protein 250(Cep250)
CEP250	ENSMUST00000128683	Mus musculus	centrosomal protein 250(Cep250)
CEP250	ENSMUST00000156355	Mus musculus	centrosomal protein 250(Cep250)
CEP250	ENSMUST00000148191	Mus musculus	centrosomal protein 250(Cep250)
CEP250	ENSMUST00000039994	Mus musculus	centrosomal protein 250(Cep250)
CEP250	ENSMUST00000151569	Mus musculus	centrosomal protein 250(Cep250)
CEP250	ENSMUST00000094421	Mus musculus	centrosomal protein 250(Cep250)
CEP250	ENSMUST00000149905	Mus musculus	centrosomal protein 250(Cep250)
2310034O05RIK	ENSMUST00000185221	Mus musculus	RIKEN cDNA 2310034O05 gene(2310034O05Rik)
2310034O05RIK	ENSMUST00000188902	Mus musculus	RIKEN cDNA 2310034O05 gene(2310034O05Rik)
KCNH3	ENSMUST00000041415	Mus musculus	potassium voltage-gated channel, subfamily H (eag-related), member 3(Kcnh3)
PCYT2	ENSMUST00000126148	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
PCYT2	ENSMUST00000134671	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
PCYT2	ENSMUST00000142049	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
PCYT2	ENSMUST00000160059	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
PCYT2	ENSMUST00000106188	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
PCYT2	ENSMUST00000106187	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
PCYT2	ENSMUST00000145356	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
PCYT2	ENSMUST00000026129	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
PCYT2	ENSMUST00000124468	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
PCYT2	ENSMUST00000143502	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
PCYT2	ENSMUST00000126723	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
PCYT2	ENSMUST00000124504	Mus musculus	phosphate cytidylyltransferase 2, ethanolamine(Pcyt2)
CNPY3	ENSMUST00000059844	Mus musculus	canopy FGF signaling regulator 3(Cnpy3)
CNPY3	ENSMUST00000148656	Mus musculus	canopy FGF signaling regulator 3(Cnpy3)
CNPY3	ENSMUST00000121671	Mus musculus	canopy FGF signaling regulator 3(Cnpy3)
CNPY3	ENSMUST00000129200	Mus musculus	canopy FGF signaling regulator 3(Cnpy3)
CNPY3	ENSMUST00000145877	Mus musculus	canopy FGF signaling regulator 3(Cnpy3)
SRCIN1	ENSMUST00000107590	Mus musculus	SRC kinase signaling inhibitor 1(Srcin1)
SRCIN1	ENSMUST00000126287	Mus musculus	SRC kinase signaling inhibitor 1(Srcin1)
SRCIN1	ENSMUST00000107593	Mus musculus	SRC kinase signaling inhibitor 1(Srcin1)
SRCIN1	ENSMUST00000107596	Mus musculus	SRC kinase signaling inhibitor 1(Srcin1)
SRCIN1	ENSMUST00000142123	Mus musculus	SRC kinase signaling inhibitor 1(Srcin1)
SRCIN1	ENSMUST00000145845	Mus musculus	SRC kinase signaling inhibitor 1(Srcin1)
SRCIN1	ENSMUST00000207653	Mus musculus	SRC kinase signaling inhibitor 1(Srcin1)
ACLY	ENSMUST00000154888	Mus musculus	ATP citrate lyase(Acly)
ACLY	ENSMUST00000107385	Mus musculus	ATP citrate lyase(Acly)
ACLY	ENSMUST00000107389	Mus musculus	ATP citrate lyase(Acly)
ACLY	ENSMUST00000007131	Mus musculus	ATP citrate lyase(Acly)
ACLY	ENSMUST00000165111	Mus musculus	ATP citrate lyase(Acly)
ACLY	ENSMUST00000154151	Mus musculus	ATP citrate lyase(Acly)
ACLY	ENSMUST00000152969	Mus musculus	ATP citrate lyase(Acly)
NAAA	ENSMUST00000113102	Mus musculus	N-acylethanolamine acid amidase(Naaa)
NAAA	ENSMUST00000159345	Mus musculus	N-acylethanolamine acid amidase(Naaa)
NAAA	ENSMUST00000159732	Mus musculus	N-acylethanolamine acid amidase(Naaa)
NAAA	ENSMUST00000175656	Mus musculus	N-acylethanolamine acid amidase(Naaa)
NAAA	ENSMUST00000161212	Mus musculus	N-acylethanolamine acid amidase(Naaa)
SLC27A6	ENSMUST00000025500	Mus musculus	solute carrier family 27 (fatty acid transporter), member 6(Slc27a6)
PKP3	ENSMUST00000159253	Mus musculus	plakophilin 3(Pkp3)
PKP3	ENSMUST00000066873	Mus musculus	plakophilin 3(Pkp3)
PKP3	ENSMUST00000159375	Mus musculus	plakophilin 3(Pkp3)
PKP3	ENSMUST00000161142	Mus musculus	plakophilin 3(Pkp3)
PKP3	ENSMUST00000160356	Mus musculus	plakophilin 3(Pkp3)
PKP3	ENSMUST00000163041	Mus musculus	plakophilin 3(Pkp3)
PKP3	ENSMUST00000160403	Mus musculus	plakophilin 3(Pkp3)
PKP3	ENSMUST00000106039	Mus musculus	plakophilin 3(Pkp3)
PKP3	ENSMUST00000160615	Mus musculus	plakophilin 3(Pkp3)
PKP3	ENSMUST00000160869	Mus musculus	plakophilin 3(Pkp3)
SLC27A3	ENSMUST00000029541	Mus musculus	solute carrier family 27 (fatty acid transporter), member 3(Slc27a3)
SLC27A3	ENSMUST00000132041	Mus musculus	solute carrier family 27 (fatty acid transporter), member 3(Slc27a3)
SLC27A3	ENSMUST00000144572	Mus musculus	solute carrier family 27 (fatty acid transporter), member 3(Slc27a3)
SLC27A3	ENSMUST00000127064	Mus musculus	solute carrier family 27 (fatty acid transporter), member 3(Slc27a3)
SLC27A3	ENSMUST00000153978	Mus musculus	solute carrier family 27 (fatty acid transporter), member 3(Slc27a3)
SLC27A4	ENSMUST00000136444	Mus musculus	solute carrier family 27 (fatty acid transporter), member 4(Slc27a4)
SLC27A4	ENSMUST00000080065	Mus musculus	solute carrier family 27 (fatty acid transporter), member 4(Slc27a4)
COL17A1	ENSMUST00000026045	Mus musculus	collagen, type XVII, alpha 1(Col17a1)
COL17A1	ENSMUST00000086923	Mus musculus	collagen, type XVII, alpha 1(Col17a1)
COL17A1	ENSMUST00000145254	Mus musculus	collagen, type XVII, alpha 1(Col17a1)
COL17A1	ENSMUST00000151102	Mus musculus	collagen, type XVII, alpha 1(Col17a1)
FTO	ENSMUST00000166548	Mus musculus	fat mass and obesity associated(Fto)
FTO	ENSMUST00000128081	Mus musculus	fat mass and obesity associated(Fto)
FTO	ENSMUST00000140276	Mus musculus	fat mass and obesity associated(Fto)
FTO	ENSMUST00000136802	Mus musculus	fat mass and obesity associated(Fto)
FTO	ENSMUST00000149913	Mus musculus	fat mass and obesity associated(Fto)
FTO	ENSMUST00000069718	Mus musculus	fat mass and obesity associated(Fto)
FTO	ENSMUST00000125471	Mus musculus	fat mass and obesity associated(Fto)
CD274	ENSMUST00000016640	Mus musculus	CD274 antigen(Cd274)
KCNE1	ENSMUST00000051705	Mus musculus	potassium voltage-gated channel, Isk-related subfamily, member 1(Kcne1)
KCNE1	ENSMUST00000166707	Mus musculus	potassium voltage-gated channel, Isk-related subfamily, member 1(Kcne1)
